Date Run,Sub,Term,Dept,Course Sections Id,Name,Short Title,Cap,Avail Seats,Student Count,Credits,Status,Status Date,Mtg Days,STime,ETime,Faculty First,Faculty Last,SDate,EDate,Xlist,Petition Y/N,Printed Comments,Method,Type,Location,Room,# Weeks,CIP Code,Sec Course Types
3/29/2022,MUS,2023SP,ART,165850,MUS-202K-301,Keyboard Harmony II,13,13,0,1,P,3/25/2022,T, 9:05 AM, 10:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,P 240,14,50.0904,
3/29/2022,MUS,2023SP,ART,165852,MUS-202K-302,Keyboard Harmony II,13,13,0,1,A,3/25/2022,TH, 9:05 AM, 10:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,50.0904,
3/29/2022,MUS,2023SP,ART,165853,MUS-202R-301,Music Reading IV,20,20,0,1,A,3/1/2022,"T, TH", 10:10 AM, 11:05 AM,,,1/30/2023,5/13/2023,,Y,,LEC,,MC,P 110,14,50.0903,
3/29/2022,MUS,2023SP,ART,165854,MUS-202T-301,Music Theory IV,20,20,0,3,A,3/1/2022,"M, W, F", 9:05 AM, 10:10 AM,,,1/30/2023,5/13/2023,,Y,,LEC,,MC,P 119,14,50.0904,"LAS, LAH, GEBSC"
3/29/2022,MUS,2023SP,ART,165856,MUS-212A-301,Drum Set Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0903,MUS
3/29/2022,MUS,2023SP,ART,165858,MUS-212B-301,Flute Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0903,MUS
3/29/2022,MUS,2023SP,ART,165860,MUS-212C-301,Oboe Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0903,MUS
3/29/2022,MUS,2023SP,ART,165861,MUS-212D-301,Clarinet Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0903,MUS
3/29/2022,MUS,2023SP,ART,165862,MUS-212F-301,Saxophone Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0903,MUS
3/29/2022,MUS,2023SP,ART,165863,MUS-212G-301,Trumpet Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0903,MUS
3/29/2022,MUS,2023SP,ART,165864,MUS-212H-301,French Horn Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0903,MUS
3/29/2022,MUS,2023SP,ART,165865,MUS-212J-301,Trombone Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0903,MUS
3/29/2022,MUS,2023SP,ART,165866,MUS-212K-301,Euphonium Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0903,MUS
3/29/2022,MUS,2023SP,ART,165867,MUS-212M-301,Tuba Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0903,MUS
3/29/2022,MUS,2023SP,ART,165868,MUS-212N-301,Piano Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0907,MUS
3/29/2022,MUS,2023SP,ART,165869,MUS-212P-301,Percussion Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0903,MUS
3/29/2022,MUS,2023SP,ART,165870,MUS-212P-302,Percussion Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0903,MUS
3/29/2022,MUS,2023SP,ART,165871,MUS-212Q-301,Electric Bass Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0911,MUS
3/29/2022,MUS,2023SP,ART,165872,MUS-212T-301,Guitar Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0911,MUS
3/29/2022,MUS,2023SP,ART,165873,MUS-212U-301,Voice Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0908,MUS
3/29/2022,MUS,2023SP,ART,165874,MUS-212U-302,Voice Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0908,MUS
3/29/2022,MUS,2023SP,ART,165875,MUS-212U-303,Voice Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0908,MUS
3/29/2022,MUS,2023SP,ART,165876,MUS-212V-301,Violin Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0911,MUS
3/29/2022,MUS,2023SP,ART,165877,MUS-212W-301,Viola Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0911,MUS
3/29/2022,MUS,2023SP,ART,165878,MUS-212X-301,Cello Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0911,MUS
3/29/2022,MUS,2023SP,ART,165879,MUS-212Y-301,Contrabass Lessons,0,0,0,2,A,3/1/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0911,MUS
3/29/2022,MUS,2023SP,ART,167173,MUS-216N-301,Piano Lessons,0,0,0,2,A,3/25/2022,,,,,,1/30/2023,5/13/2023,,Y,Additional $300 music lesson fee.,LEC,,MC,,14,50.0907,MUS
3/29/2022,MUS,2023SP,ART,165880,MUS-222A-301,Drum Set Rep.,0,0,0,1,A,3/1/2022,TH, 11:15 AM, 12:10 PM,,,1/30/2023,5/13/2023,5367,Y,Meets with MUS-122A-301.,LEC,,MC,P 118B,14,50.0903,
3/29/2022,MUS,2023SP,ART,165882,MUS-222D-301,Clarinet Rep.,0,0,0,1,A,3/1/2022,T, 11:15 AM, 12:10 PM,,,1/30/2023,5/13/2023,5368,Y,Meets with MUS-122D-301.,LEC,,MC,P 114,14,50.0903,
3/29/2022,MUS,2023SP,ART,165884,MUS-222J-301,Low Brass Rep.,0,0,0,1,A,3/1/2022,T, 11:15 AM, 12:10 PM,,,1/30/2023,5/13/2023,5369,Y,Meets with MUS-122J-301.,LEC,,MC,P 112,14,50.0903,
3/29/2022,MUS,2023SP,ART,165885,MUS-222N-301,Piano Rep.,0,0,0,1,A,3/1/2022,T, 11:15 AM, 12:10 PM,,,1/30/2023,5/13/2023,5370,Y,Meets with MUS-122N-301.,LEC,,MC,P 100,14,50.0907,
3/29/2022,MUS,2023SP,ART,165886,MUS-222P-301,Percussion Rep.,0,0,0,1,A,3/1/2022,T, 11:15 AM, 12:10 PM,,,1/30/2023,5/13/2023,5371,Y,Meets with MUS-122P-301.,LEC,,MC,P 116,14,50.0903,
3/29/2022,MUS,2023SP,ART,165887,MUS-222T-301,Guitar Repertory,0,0,0,1,A,3/1/2022,W, 2:35 PM, 3:30 PM,,,1/30/2023,5/13/2023,5372,Y,Meets with MUS-122T-301.,LEC,,MC,P 100,14,50.0911,
3/29/2022,MUS,2023SP,ART,165888,MUS-222U-301,Voice Repertory,0,0,0,1,A,3/1/2022,T, 11:15 AM, 12:10 PM,,,1/30/2023,5/13/2023,5373,Y,Meets with MUS-122U-301.,LEC,,MC,F STORER,14,50.0908,
3/29/2022,MUS,2023SP,ART,165890,MUS-222U-302,Voice Repertory,0,0,0,1,A,3/1/2022,TH, 11:15 AM, 12:10 PM,,,1/30/2023,5/13/2023,5374,Y,Meets with MUS-122U-302.,LEC,,MC,P 112,14,50.0908,
3/29/2022,MUS,2023SP,ART,165893,MUS-222V-301,Violin/Viola Repertory,0,0,0,1,A,3/1/2022,T, 11:15 AM, 12:10 PM,,,1/30/2023,5/13/2023,5375,Y,Meets with MUS-122V-301.,LEC,,MC,P 110,14,50.0911,
3/29/2022,MUS,2023SP,ART,165897,MUS-231-301,Pro Tools Production II,13,13,0,2,A,3/1/2022,"M, W", 11:15 AM, 12:05 PM,,,1/30/2023,5/13/2023,,Y,,LEC,,MC,P 240,14,10.0203,
3/29/2022,MUS,2023SP,ART,165898,MUS-240-501,Music Technology,13,13,0,2,A,3/1/2022,T, 4:45 PM, 6:35 PM,,,1/30/2023,5/13/2023,,N,,LEC,LD,MC,P 100,14,10.0203,
3/29/2022,MUS,2023SP,ART,165899,MUS-252B-501,Flute Choir,0,0,0,0.5,A,3/1/2022,M, 4:45 PM, 5:40 PM,,,1/30/2023,5/13/2023,5376,Y,Meets with MUS-152B-501.,LEC,LD,MC,P 112,14,50.0903,"ALCW, ENSEM"
3/29/2022,MUS,2023SP,ART,165901,MUS-252C-501,String Ensemble,0,0,0,0.5,A,3/1/2022,M, 4:45 PM, 5:40 PM,,,1/30/2023,5/13/2023,5377,Y,Meets with MUS-152C-501.,LEC,LD,MC,P 100,14,50.0911,"ALCW, ENSEM"
3/29/2022,MUS,2023SP,ART,165903,MUS-252E-301,Wind Ensemble,0,0,0,0.5,A,3/1/2022,"M, W", 11:15 AM, 12:10 PM,,,1/30/2023,5/13/2023,5378,Y,Meets with MUS-152E-301.,LEC,,MC,P 112,14,50.0903,"ALCW, ENSEM"
3/29/2022,MUS,2023SP,ART,165905,MUS-252J-501,Big Band Jazz,0,0,0,0.5,A,3/1/2022,W, 4:45 PM, 6:35 PM,,,1/30/2023,5/13/2023,5379,Y,Meets with MUS-152J-501.,LEC,LD,MC,P 112,14,50.091,"ALCW, ENSEM"
3/29/2022,MUS,2023SP,ART,165907,MUS-252P-501,Percussion Ensemble,0,0,0,0.5,A,3/1/2022,TH, 3:40 PM, 5:30 PM,,,1/30/2023,5/13/2023,5380,Y,Meets with MUS-152P-501.,LEC,LD,MC,P 116,14,50.0903,"ALCW, ENSEM"
3/29/2022,MUS,2023SP,ART,165916,MUS-252R-301,Concert Choir,0,0,0,0.5,A,3/1/2022,"M, W", 2:35 PM, 3:30 PM,,,1/30/2023,5/13/2023,5381,Y,Meets with MUS-152R-301 and MUS-254R-301.,LEC,,MC,P 112,14,50.0908,"ALCW, ENSEM"
3/29/2022,MUS,2023SP,ART,165930,MUS-252S-501,Accompanying,0,0,0,0.5,A,3/1/2022,TH, 3:40 PM, 4:35 PM,,,1/30/2023,5/13/2023,5382,Y,Meets with MUS-152S-501.,LEC,LD,MC,P 238,14,50.0903,"ALCW, ENSEM"
3/29/2022,MUS,2023SP,ART,165931,MUS-252T-301,Guitar Ensemble,0,0,0,0.5,A,3/1/2022,"M, W", 2:35 PM, 3:30 PM,,,1/30/2023,5/13/2023,5383,Y,Meets with MUS-152T-301.,LEC,,MC,P 100,14,50.0903,"ALCW, ENSEM"
3/29/2022,MUS,2023SP,ART,165933,MUS-252V-501,OCC Singers,0,0,0,0.5,A,3/1/2022,"M, W", 3:40 PM, 4:35 PM,,,1/30/2023,5/13/2023,5384,Y,Meets with MUS-152V-501.,LEC,LD,MC,P 112,14,50.0908,"ALCW, ENSEM"
3/29/2022,MUS,2023SP,ART,165935,MUS-254R-301,Concert Choir,0,0,0,0.5,A,3/1/2022,"M, W", 2:35 PM, 3:30 PM,,,1/30/2023,5/13/2023,5381,Y,Meets with MUS-152R-301 and MUS-252R-301.,LEC,,MC,P 112,14,50.0908,"ALCW, ENSEM"
3/29/2022,MUS,2023SP,ART,165938,MUS-261P-501,Percussion Techniques,10,10,0,1,A,3/1/2022,M, 4:45 PM, 5:40 PM,,,1/30/2023,5/13/2023,,Y,,LEC,LD,MC,P 240,14,50.0903,
3/29/2022,MUS,2023SP,ART,165940,MUS-263T-501,Guitar Techniques II,10,10,0,1,A,3/1/2022,W, 4:45 PM, 5:40 PM,,,1/30/2023,5/13/2023,,Y,,LEC,LD,MC,P 110,14,50.0903,
3/29/2022,PHO,2023SP,ART,165941,PHO-100-301,Basic Photography,16,16,0,3,A,3/1/2022,M, 1:30 PM, 4:35 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,W 254,14,10.0201,GEART
3/29/2022,PHO,2023SP,ART,165943,PHO-100-302,Basic Photography,16,16,0,3,A,3/1/2022,T, 9:05 AM, 12:10 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,W 254,14,10.0201,GEART
3/29/2022,PHO,2023SP,ART,165944,PHO-100-303,Basic Photography,16,16,0,3,A,3/1/2022,W, 1:30 PM, 4:35 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,W 254,14,10.0201,GEART
3/29/2022,PHO,2023SP,ART,165945,PHO-100-304,Basic Photography,16,16,0,3,A,3/1/2022,TH, 9:05 AM, 12:10 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,W 254,14,10.0201,GEART
3/29/2022,PHO,2023SP,ART,165947,PHO-160-301,Color Photography I,16,16,0,3,P,3/1/2022,M, 9:05 AM, 12:10 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,10.0201,
3/29/2022,PHO,2023SP,ART,165948,PHO-170-301,Studio Lighting & Tech I,16,16,0,3,P,3/1/2022,W, 9:05 AM, 12:10 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,10.0201,
3/29/2022,BIO,2023SP,BIO,166339,BIO-105-301,Exploring Biology,40,40,0,3,A,3/1/2022,"T, TH", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,26.0101,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166340,BIO-105-302,Exploring Biology,40,40,0,3,A,3/1/2022,"T, TH", 11:10 AM, 12:35 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,26.0101,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166341,BIO-105L-301,Exploring Biology Lab,20,20,0,1,A,3/1/2022,T, 1:30 PM, 4:00 PM,,,1/30/2023,5/13/2023,,N,,LAB,,MC,F 241,14,26.0101,"LAS, LANSM, GENSC, LAB"
3/29/2022,BIO,2023SP,BIO,166342,BIO-105L-302,Exploring Biology Lab,20,20,0,1,A,3/1/2022,W, 1:30 PM, 4:00 PM,,,1/30/2023,5/13/2023,,N,,LAB,,MC,F 241,14,26.0101,"LAS, LANSM, GENSC, LAB"
3/29/2022,BIO,2023SP,BIO,166343,BIO-106-301,Human Biology,20,20,0,4,A,3/1/2022,"M, W", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,26.9999,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166344,BIO-106L-301,Human Biology Lab,20,20,0,0,A,3/1/2022,M, 1:30 PM, 4:00 PM,,,1/30/2023,5/13/2023,,N,,LAB,,MC,F 241,14,26.9999,LAB
3/29/2022,BIO,2023SP,BIO,166345,BIO-121-301,Intro to Biology,40,40,0,4,P,3/1/2022,"M, W", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-121L-301 or 302.,LEC,,MC,,14,26.0101,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166346,BIO-121-303,Intro to Biology,40,40,0,4,A,3/1/2022,"M, W", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,"Co-requisite: BIO-121L-303, 304, 305, or 306.",LEC,,MC,,14,26.0101,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166347,BIO-121-304,Intro to Biology,40,40,0,4,A,3/1/2022,"T, TH", 11:10 AM, 12:35 PM,,,1/30/2023,5/13/2023,,N,"Co-requisite: BIO-121L-303, 304, 305, or 306.",LEC,,MC,,14,26.0101,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166348,BIO-121-307,Intro to Biology,20,20,0,4,P,3/1/2022,S, 8:30 AM, 11:35 AM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-121L-307.,LEC,WKND,MC,,14,26.0101,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166349,BIO-121-601,Intro to Biology,20,20,0,4,A,3/1/2022,"T, TH", 6:15 PM, 7:40 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-121L-601 or 602.,LEC,EVE,MC,,14,26.0101,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166350,BIO-121L-301,Intro to Bio Lab,20,20,0,0,P,3/1/2022,M, 1:30 PM, 4:00 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-121-301.,LAB,,MC,,14,26.0101,LAB
3/29/2022,BIO,2023SP,BIO,166351,BIO-121L-302,Intro to Bio Lab,20,20,0,0,P,3/1/2022,W, 1:30 PM, 4:00 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-121-301.,LAB,,MC,,14,26.0101,LAB
3/29/2022,BIO,2023SP,BIO,166352,BIO-121L-303,Intro to Bio Lab,20,20,0,0,A,3/1/2022,M, 9:05 AM, 11:35 AM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-121-303 or 304.,LAB,,MC,F 240,14,26.0101,LAB
3/29/2022,BIO,2023SP,BIO,166353,BIO-121L-304,Intro to Bio Lab,20,20,0,0,A,3/1/2022,T, 8:15 AM, 10:45 AM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-121-303 or 304.,LAB,,MC,F 240,14,26.0101,LAB
3/29/2022,BIO,2023SP,BIO,166354,BIO-121L-305,Intro to Bio Lab,20,20,0,0,A,3/1/2022,W, 9:05 AM, 11:35 AM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-121-303 or 304.,LAB,,MC,F 240,14,26.0101,LAB
3/29/2022,BIO,2023SP,BIO,166355,BIO-121L-306,Intro to Bio Lab,20,20,0,0,A,3/1/2022,TH, 8:15 AM, 10:45 AM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-121-303 or 304.,LAB,,MC,F 240,14,26.0101,LAB
3/29/2022,BIO,2023SP,BIO,166356,BIO-121L-307,Intro to Bio Lab,20,20,0,0,P,3/1/2022,S, 12:00 PM, 2:30 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-121-307.,LAB,WKND,MC,,14,26.0101,LAB
3/29/2022,BIO,2023SP,BIO,166357,BIO-121L-601,Intro to Bio Lab,20,20,0,0,A,3/1/2022,T, 7:50 PM, 10:20 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-121-601.,LAB,EVE,MC,F 240,14,26.0101,LAB
3/29/2022,BIO,2023SP,BIO,166358,BIO-121L-602,Intro to Bio Lab,20,20,0,0,P,3/1/2022,TH, 7:50 PM, 10:20 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-121-601.,LAB,EVE,MC,,14,26.0101,LAB
3/29/2022,BIO,2023SP,BIO,166359,BIO-131-301,General Ecology,40,40,0,3,A,3/1/2022,"M, W", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,26.1301,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166360,BIO-131-302,General Ecology,40,40,0,3,A,3/1/2022,"T, TH", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,,LEC,,MC,,14,26.1301,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166361,BIO-131L-301,General Ecology Lab,20,20,0,1,A,3/1/2022,M, 9:05 AM, 11:35 AM,,,1/30/2023,5/13/2023,,N,,LAB,,MC,F 244,14,26.1301,"LAS, GENSC, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166362,BIO-131L-302,General Ecology Lab,20,20,0,1,A,3/1/2022,TH, 1:30 PM, 4:00 PM,,,1/30/2023,5/13/2023,,N,,LAB,,MC,F 244,14,26.1301,"LAS, GENSC, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166363,BIO-151-301,General Biology I,20,20,0,4,A,3/1/2022,"M, W", 8:00 AM, 9:25 AM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-151L-301 or 302.,LEC,,MC,,14,26.0101,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166364,BIO-151-303,General Biology I,40,40,0,4,A,3/1/2022,"T, TH", 11:10 AM, 12:35 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-151L-303 or 304.,LEC,,MC,,14,26.0101,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166365,BIO-151-601,General Biology I,20,20,0,4,A,3/1/2022,"T, TH", 6:15 PM, 7:40 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-151L-601.,LEC,EVE,MC,,14,26.0101,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166366,BIO-151L-301,General Biology I Lab,20,20,0,0,P,3/1/2022,T, 9:35 AM, 12:05 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-151-301.,LAB,,MC,,14,26.0101,LAB
3/29/2022,BIO,2023SP,BIO,166367,BIO-151L-302,General Biology I Lab,20,20,0,0,A,3/1/2022,T, 1:30 PM, 4:00 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-151-301.,LAB,,MC,F 244,14,26.0101,LAB
3/29/2022,BIO,2023SP,BIO,166368,BIO-151L-303,General Biology I Lab,20,20,0,0,A,3/1/2022,W, 9:05 AM, 11:35 AM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-151-303.,LAB,,MC,F 241,14,26.0101,LAB
3/29/2022,BIO,2023SP,BIO,166369,BIO-151L-304,General Biology I Lab,20,20,0,0,A,3/1/2022,TH, 1:30 PM, 4:00 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-151-303.,LAB,,MC,F 241,14,26.0101,LAB
3/29/2022,BIO,2023SP,BIO,166370,BIO-151L-601,General Biology I Lab,20,20,0,0,A,3/1/2022,T, 7:50 PM, 10:20 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-151-601.,LAB,EVE,MC,F 241,14,26.0101,LAB
3/29/2022,BIO,2023SP,BIO,166371,BIO-152-301,General Biology II,20,20,0,4,A,3/1/2022,"M, W", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-152L-301 or 302.,LEC,,MC,,14,26.0101,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166372,BIO-152-601,General Biology II,20,20,0,4,A,3/1/2022,"T, TH", 6:15 PM, 7:40 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-152L-601.,LEC,EVE,MC,,14,26.0101,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166373,BIO-152L-301,General Biology II Lab,20,20,0,0,A,3/1/2022,W, 1:30 PM, 4:00 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-152-301.,LAB,,MC,F 244,14,26.0101,LAB
3/29/2022,BIO,2023SP,BIO,166374,BIO-152L-302,General Biology II Lab,20,20,0,0,P,3/1/2022,F, 9:35 AM, 12:05 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-152-301.,LAB,,MC,,14,26.0101,LAB
3/29/2022,BIO,2023SP,BIO,166375,BIO-152L-601,General Biology II Lab,20,20,0,0,A,3/1/2022,T, 7:50 PM, 10:20 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-152-601.,LAB,EVE,MC,F 244,14,26.0101,LAB
3/29/2022,BIO,2023SP,BIO,166376,BIO-171-301,Anatomy & Physio I,40,40,0,4,A,3/1/2022,"M, W", 9:35 AM, 11:00 AM,,,1/30/2023,5/13/2023,,N,"Co-requisite: BIO-171L-301, 302, 303, or 304.",LEC,,MC,,14,26.0403,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166377,BIO-171-302,Anatomy & Physio I,40,40,0,4,A,3/1/2022,"T, TH", 8:00 AM, 9:25 AM,,,1/30/2023,5/13/2023,,N,"Co-requisite: BIO-171L-301, 302, 303, or 304.",LEC,,MC,,14,26.0403,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166378,BIO-171-305,Anatomy & Physio I,40,40,0,4,A,3/1/2022,"M, W", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,"Co-requisite: BIO-171L-305, 306, 307, or 308.",LEC,,MC,,14,26.0403,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166379,BIO-171-306,Anatomy & Physio I,14,14,0,4,A,3/1/2022,"T, TH", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,"Co-requisite: BIO-171L-305, 306, 307, or 308.",LEC,,MC,,14,26.0403,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166380,BIO-171-309,Anatomy & Physio I,20,20,0,4,A,3/1/2022,"T, TH", 1:30 PM, 2:55 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-171L-309 or 310.,LEC,,MC,,14,26.0403,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166381,BIO-171-311,Anatomy & Physio I,20,20,0,4,A,3/1/2022,F, 8:00 AM, 9:30 AM,,,1/30/2023,5/13/2023,,N,"HYBRID: This section is hybrid. Students will complete most of, lecture online, but will have time for in-person review and will, take in-person exams. Required lab will be conducted fully, in-person. Co-requisite: BIO-171L-311.",HYB,,MC,F 258,14,26.0403,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166382,BIO-171-312,Anatomy & Physio I,20,20,0,4,A,3/1/2022,S, 11:25 AM, 2:30 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-171L-312.,LEC,WKND,MC,,14,26.0403,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166383,BIO-171-601,Anatomy & Physio I,20,20,0,4,A,3/1/2022,"M, W", 6:15 PM, 7:40 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-171L-601 or 602.,LEC,EVE,MC,,14,26.0403,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166384,BIO-171-603,Anatomy & Physio I,15,15,0,4,A,3/1/2022,"T, TH", 6:15 PM, 7:40 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-171L-603.,LEC,EVE,MC,,14,26.0403,"GENSC, LAS, LANSM, LAB"
3/29/2022,BIO,2023SP,BIO,166385,BIO-171L-301,Anatomy & Physio I Lab,20,20,0,0,A,3/1/2022,M, 1:30 PM, 4:00 PM,,,1/30/2023,5/13/2023,,N,Co-requisite: BIO-171-301 or 302.,LAB,,MC,F 255,14,26.0403,LAB
