Date_Run,Sub,Term,Dept,Course_Sections_Id,Name,Short_Title,Cap,Avail_Seats,Student_Count,Credits,Status,Status_Date,Mtg_Days,STime,ETime,Faculty_First,Faculty_Last,SDate,EDate,Xlist,Petition_Y_N,Printed_Comments,Method,Type,Location,Room,Number_Weeks,CIP_Code,Sec_Course_Types,STime_Extra,ETime_Extra,Course_Name,Corequisite,PTECH,Meets_With
2022-03-29,AET,2023SP,AET,165419,AET-220-301,Motors and Cameras,28,28,0,3.0,P,2022-02-28,"T, TH",10:50 AM,12:15 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,nan,14,15.0805,nan,10:50 AM,12:15 PM,AET-220,,,
2022-03-29,ARH,2023SP,AET,165427,ARH-111-301,Des Studio 2,16,16,0,4.0,P,2022-02-28,"M, W",1:30 PM,4:30 PM,nan,nan,2023-01-30,2023-05-13,5361.0,Y,Meets with IND-111-301.,LEC,nan,MC,nan,14,4.0501,"GEART, ARHPE",1:30 PM,4:30 PM,ARH-111,,,IND-111-301
2022-03-29,ARH,2023SP,AET,165430,ARH-120-301,Drafting Studio 1: Wood Frame,16,16,0,3.0,P,2022-02-28,"T, TH",1:30 PM,3:30 PM,nan,nan,2023-01-30,2023-05-13,5362.0,Y,Meets with IND-120-301.,LEC,nan,MC,nan,14,15.1303,nan,1:30 PM,3:30 PM,ARH-120,,,IND-120-301
2022-03-29,ARH,2023SP,AET,165433,ARH-140-301,Wood Frame Construction,24,24,0,3.0,P,2022-02-28,"T, TH",11:10 AM,12:35 PM,nan,nan,2023-01-30,2023-05-13,5363.0,Y,Meets with IND-140-301.,LEC,nan,MC,nan,14,15.1001,nan,11:10 AM,12:35 PM,ARH-140,,,IND-140-301
2022-03-29,ARH,2023SP,AET,165435,ARH-144-601,IntroSustainConstr,20,20,0,3.0,A,2022-02-28,T,6:15 PM,9:15 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,EVE,MC,nan,14,4.0401,ARHPE,6:15 PM,9:15 PM,ARH-144,,,
2022-03-29,ARH,2023SP,AET,165438,ARH-171-601,Tech: Des&Prod II,17,17,0,3.0,P,2022-02-28,M,6:15 PM,9:00 PM,nan,nan,2023-01-30,2023-05-13,5364.0,Y,Meets with IND-171-601.,LEC,EVE,MC,nan,14,4.0501,ARHPE,6:15 PM,9:00 PM,ARH-171,,,IND-171-601
2022-03-29,ARH,2023SP,AET,165441,ARH-215-301,Des Studio 3,16,16,0,4.0,P,2022-02-28,"M, W",1:30 PM,4:30 PM,nan,nan,2023-01-30,2023-05-13,5414.0,N,Meets with ARH-216-301.,LEC,nan,MC,nan,14,4.0501,"GEART, ARHPE",1:30 PM,4:30 PM,ARH-215,,,ARH-216-301
2022-03-29,ARH,2023SP,AET,165445,ARH-216-301,Des Studio 4,16,16,0,4.0,A,2022-02-28,"M, W",1:30 PM,4:30 PM,nan,nan,2023-01-30,2023-05-13,5414.0,N,Meets with ARH-215-301.,LEC,nan,MC,nan,14,4.0501,"GEART, ARHPE",1:30 PM,4:30 PM,ARH-216,,,ARH-215-301
2022-03-29,ARH,2023SP,AET,165464,ARH-231-301,HistArch&Interiors2,25,25,0,3.0,A,2022-02-28,"M, W",9:35 AM,11:00 AM,nan,nan,2023-01-30,2023-05-13,5365.0,N,Meets with IND-231-301.,LEC,nan,MC,nan,14,4.0801,"GEHUM, GEART",9:35 AM,11:00 AM,ARH-231,,,IND-231-301
2022-03-29,ARH,2023SP,AET,165466,ARH-262-601,Building Codes,20,20,0,3.0,A,2022-02-28,TH,6:15 PM,9:15 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,EVE,MC,nan,14,4.0901,nan,6:15 PM,9:15 PM,ARH-262,,,
2022-03-29,ATC,2023SP,AET,167129,ATC-103-301,Auto Fundamentals,24,24,0,4.0,A,2022-03-07,"T, TH",8:00 AM,9:25 AM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,W 176E,14,47.0604,nan,8:00 AM,9:25 AM,ATC-103,,,
2022-03-29,ATC,2023SP,AET,167130,ATC-103L-301,Auto Fund Lab,12,12,0,0.0,A,2022-03-07,"T, TH",9:30 AM,10:55 AM,nan,nan,2023-01-30,2023-05-13,,N,nan,LAB,nan,MC,W 177,14,47.0604,nan,9:30 AM,10:55 AM,ATC-103L,,,
2022-03-29,ATC,2023SP,AET,167131,ATC-115-301,Auto Electricity & Electronic,24,24,0,4.0,A,2022-03-07,"T, TH",11:10 AM,12:35 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,W 176E,14,47.0604,nan,11:10 AM,12:35 PM,ATC-115,,,
2022-03-29,ATC,2023SP,AET,167132,ATC-115L-301,Auto Elec & Elec Lab,12,12,0,0.0,A,2022-03-07,"T, TH",1:30 PM,2:55 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LAB,nan,MC,W 177,14,47.0604,nan,1:30 PM,2:55 PM,ATC-115L,,,
2022-03-29,ATC,2023SP,AET,167133,ATC-116-301,Auto Electrical Systems,24,24,0,3.0,A,2022-03-07,"M, W",3:05 PM,4:00 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,W 176E,14,47.0604,nan,3:05 PM,4:00 PM,ATC-116,,,
2022-03-29,ATC,2023SP,AET,167134,ATC-116L-501,Auto Electrical Systems Lab,12,12,0,0.0,A,2022-03-07,"M, W",4:05 PM,5:30 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LAB,LD,MC,W 177,14,47.0604,nan,4:05 PM,5:30 PM,ATC-116L,,,
2022-03-29,ATC,2023SP,AET,167135,ATC-131-301,Engine Concepts,24,24,0,3.0,A,2022-03-07,"M, W",11:15 AM,12:10 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,W 176E,14,47.0615,nan,11:15 AM,12:10 PM,ATC-131,,,
2022-03-29,ATC,2023SP,AET,167136,ATC-131L-301,Engine Concepts Lab,20,20,0,0.0,A,2022-03-07,"M, W",1:30 PM,2:55 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LAB,nan,MC,W 177,14,47.0615,nan,1:30 PM,2:55 PM,ATC-131L,,,
2022-03-29,ATC,2023SP,AET,167137,ATC-190-301,CO:Co-Op Ed I,20,20,0,3.0,A,2022-03-07,nan,nan,nan,nan,nan,2023-01-30,2023-05-13,,Y,nan,COOP,nan,MC,nan,14,47.0699,ALINT,nan,nan,ATC-190,,,
2022-03-29,ATC,2023SP,AET,167138,ATC-202-301,Auto Susp & Steer Sys,24,24,0,3.0,A,2022-03-07,"M, W",8:00 AM,8:55 AM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,W 176E,14,47.0604,nan,8:00 AM,8:55 AM,ATC-202,,,
2022-03-29,ATC,2023SP,AET,167139,ATC-202L-301,Auto Susp & Steer Sys Lab,12,12,0,0.0,A,2022-03-07,"M, W",9:00 AM,10:25 AM,nan,nan,2023-01-30,2023-05-13,,N,nan,LAB,nan,MC,W 177,14,47.0604,nan,9:00 AM,10:25 AM,ATC-202L,,,
2022-03-29,ATC,2023SP,AET,167140,ATC-203-601,Manual Drive & Gear,24,24,0,3.0,A,2022-03-07,"T, TH",6:15 PM,7:10 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,EVE,MC,W 176E,14,47.0604,nan,6:15 PM,7:10 PM,ATC-203,,,
2022-03-29,ATC,2023SP,AET,167141,ATC-203L-601,Manual Drive & Gear Lab,12,12,0,0.0,A,2022-03-07,"T, TH",7:15 PM,8:40 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LAB,EVE,MC,W 177,14,47.0604,nan,7:15 PM,8:40 PM,ATC-203L,,,
2022-03-29,ATC,2023SP,AET,167142,ATC-204-301,Automatic Drive & Gear,24,24,0,3.0,A,2022-03-07,"T, TH",3:05 PM,4:00 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,W 176E,14,47.0604,nan,3:05 PM,4:00 PM,ATC-204,,,
2022-03-29,ATC,2023SP,AET,167143,ATC-204L-501,Automatic Drive & Gear Lab,12,12,0,0.0,A,2022-03-07,"T, TH",4:05 PM,5:30 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LAB,LD,MC,W 177,14,47.0604,nan,4:05 PM,5:30 PM,ATC-204L,,,
2022-03-29,ATC,2023SP,AET,167144,ATC-223-601,HEV and ALT Fuels,24,24,0,3.0,A,2022-03-07,"M, W",6:15 PM,7:10 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,EVE,MC,W 176E,14,47.0604,nan,6:15 PM,7:10 PM,ATC-223,,,
2022-03-29,ATC,2023SP,AET,167145,ATC-223L-601,HEV and ALT Fuels Lab,12,12,0,0.0,A,2022-03-07,"M, W",7:15 PM,8:40 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LAB,EVE,MC,W 177,14,47.0604,nan,7:15 PM,8:40 PM,ATC-223L,,,
2022-03-29,ATC,2023SP,AET,167146,ATC-271-301,Climate Control Systems,24,24,0,3.0,A,2022-03-07,"T, TH",11:40 AM,12:35 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,W 177,14,47.0604,nan,11:40 AM,12:35 PM,ATC-271,,,
2022-03-29,ATC,2023SP,AET,167147,ATC-271L-301,Climate Control Systems Lab,12,12,0,0.0,A,2022-03-07,"T, TH",1:30 PM,2:55 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LAB,nan,MC,W 176E,14,47.0604,nan,1:30 PM,2:55 PM,ATC-271L,,,
2022-03-29,ATC,2023SP,AET,167148,ATC-290-301,CO:Co-Op Ed II,20,20,0,3.0,A,2022-03-07,nan,nan,nan,nan,nan,2023-01-30,2023-05-13,,Y,nan,COOP,nan,MC,nan,14,47.0699,ALINT,nan,nan,ATC-290,,,
2022-03-29,CMT,2023SP,AET,165468,CMT-101-301,Intro Computers/App,14,14,0,4.0,P,2022-02-28,"T, TH",10:10 AM,12:00 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,nan,14,11.0601,COMP,10:10 AM,12:00 PM,CMT-101,,,
2022-03-29,CMT,2023SP,AET,165470,CMT-101-601,Intro Computers/App,14,14,0,4.0,P,2022-02-28,"T, TH",6:15 PM,8:05 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,EVE,MC,nan,14,11.0601,COMP,6:15 PM,8:05 PM,CMT-101,,,
2022-03-29,CMT,2023SP,AET,165473,CMT-171-301,Digital Electronics,24,24,0,4.0,A,2022-03-01,"M, W",1:30 PM,2:55 PM,nan,nan,2023-01-30,2023-05-13,5401.0,N,Co-requisite: CMT-171L-301 or 302. Meets with ENS-201-301.,LEC,nan,MC,nan,14,27.0303,COMP,1:30 PM,2:55 PM,CMT-171,"CMT-171L-301, CMT-171L-302",,ENS-201-301
2022-03-29,CMT,2023SP,AET,165474,CMT-171-601,Digital Electronics,24,24,0,4.0,P,2022-03-01,"M, W",6:15 PM,7:40 PM,nan,nan,2023-01-30,2023-05-13,5402.0,N,Co-requisite: CMT-171L-601. Meets with ENS-201-601.,LEC,EVE,MC,nan,14,27.0303,COMP,6:15 PM,7:40 PM,CMT-171,CMT-171L-601,,ENS-201-601
2022-03-29,CMT,2023SP,AET,165475,CMT-171-851,Digital Electronics,12,12,0,4.0,A,2022-02-28,M,8:45 AM,11:30 AM,nan,nan,2023-01-30,2023-05-13,,Y,Co-requisite: CMT-171L-851. P-TECH students only.,LEC,nan,MC,nan,14,27.0303,COMP,8:45 AM,11:30 AM,CMT-171,CMT-171L-851,P-TECH students only.,
2022-03-29,CMT,2023SP,AET,165476,CMT-171-852,Digital Electronics,12,12,0,4.0,A,2022-02-28,T,8:45 AM,11:30 AM,nan,nan,2023-01-30,2023-05-13,,Y,Co-requisite: CMT-171L-852. P-TECH students only.,LEC,nan,MC,nan,14,27.0303,COMP,8:45 AM,11:30 AM,CMT-171,CMT-171L-852,P-TECH students only.,
2022-03-29,CMT,2023SP,AET,165477,CMT-171L-301,Digital Electronics Lab,12,12,0,0.0,P,2022-03-01,M,3:05 PM,5:50 PM,nan,nan,2023-01-30,2023-05-13,5403.0,N,Co-requisite: CMT-171-301. Meets with ENS-201L-301.,LAB,nan,MC,nan,14,27.0303,nan,3:05 PM,5:50 PM,CMT-171L,CMT-171-301,,ENS-201L-301
2022-03-29,CMT,2023SP,AET,165478,CMT-171L-302,Digital Electronics Lab,12,12,0,0.0,A,2022-03-01,W,3:05 PM,5:50 PM,nan,nan,2023-01-30,2023-05-13,5404.0,N,Co-requisite: CMT-171-301. Meets with ENS-201L-301.,LAB,nan,MC,nan,14,27.0303,nan,3:05 PM,5:50 PM,CMT-171L,CMT-171-301,,ENS-201L-301
2022-03-29,CMT,2023SP,AET,165479,CMT-171L-601,Digital Electronics Lab,12,12,0,0.0,P,2022-03-01,W,7:50 PM,10:35 PM,nan,nan,2023-01-30,2023-05-13,5405.0,N,Co-requisite: CMT-171-601. Meets with ENS-201L-601.,LAB,EVE,MC,nan,14,27.0303,nan,7:50 PM,10:35 PM,CMT-171L,CMT-171-601,,ENS-201L-601
2022-03-29,CMT,2023SP,AET,165480,CMT-171L-851,Digital Electronics Lab,12,12,0,0.0,A,2022-02-28,W,8:45 AM,11:30 AM,nan,nan,2023-01-30,2023-05-13,,Y,Co-requisite: CMT-171-851. P-TECH students only.,LAB,nan,MC,nan,14,27.0303,nan,8:45 AM,11:30 AM,CMT-171L,CMT-171-851,P-TECH students only.,
2022-03-29,CMT,2023SP,AET,165481,CMT-171L-852,Digital Electronics Lab,12,12,0,0.0,A,2022-02-28,TH,8:45 AM,11:30 AM,nan,nan,2023-01-30,2023-05-13,,Y,Co-requisite: CMT-171-852. P-TECH students only.,LAB,nan,MC,nan,14,27.0303,nan,8:45 AM,11:30 AM,CMT-171L,CMT-171-852,P-TECH students only.,
2022-03-29,CMT,2023SP,AET,165482,CMT-190-601,Intro to Microproc,12,12,0,4.0,A,2022-02-28,T,6:15 PM,9:15 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,EVE,MC,nan,14,15.1201,COMP,6:15 PM,9:15 PM,CMT-190,,,
2022-03-29,CMT,2023SP,AET,165483,CMT-190L-601,Microprocessor Lab,12,12,0,0.0,A,2022-02-28,TH,7:15 PM,9:00 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LAB,EVE,MC,nan,14,15.1201,nan,7:15 PM,9:00 PM,CMT-190L,,,
2022-03-29,CMT,2023SP,AET,165484,CMT-190R-601,Microproc Recitation,12,12,0,0.0,A,2022-02-28,TH,6:15 PM,7:10 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,REC,EVE,MC,nan,14,15.1201,nan,6:15 PM,7:10 PM,CMT-190R,,,
2022-03-29,ELT,2023SP,AET,165487,ELT-110-301,Electrical Schematics,14,14,0,1.0,A,2022-02-28,M,9:05 AM,10:00 AM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,nan,14,15.0499,nan,9:05 AM,10:00 AM,ELT-110,,,
2022-03-29,ELT,2023SP,AET,165500,ELT-141-301,Circuits I,24,24,0,4.0,A,2022-02-28,"T, TH",12:45 PM,2:10 PM,nan,nan,2023-01-30,2023-05-13,,N,Co-requisite: ELT-141L-301 or 302.,LEC,nan,MC,nan,14,15.0303,nan,12:45 PM,2:10 PM,ELT-141,"ELT-141L-301, ELT-141L-302",,
2022-03-29,ELT,2023SP,AET,165502,ELT-141-601,Circuits I,24,24,0,4.0,A,2022-02-28,M,6:15 PM,9:15 PM,nan,nan,2023-01-30,2023-05-13,,N,Co-requisite: ELT-141L-601.,LEC,EVE,MC,nan,14,15.0303,nan,6:15 PM,9:15 PM,ELT-141,ELT-141L-601,,
2022-03-29,ELT,2023SP,AET,165505,ELT-141-851,Circuits I,12,12,0,4.0,A,2022-02-28,T,8:45 AM,11:30 AM,nan,nan,2023-01-30,2023-05-13,,Y,Co-requisite: ELT-141L-851. P-TECH students only.,LEC,nan,MC,nan,14,15.0303,nan,8:45 AM,11:30 AM,ELT-141,ELT-141L-851,P-TECH students only.,
2022-03-29,ELT,2023SP,AET,165507,ELT-141L-301,Circuits I Lab,12,12,0,0.0,A,2022-02-28,T,2:15 PM,5:00 PM,nan,nan,2023-01-30,2023-05-13,,N,Co-requisite: ELT-141-301.,LAB,nan,MC,nan,14,15.0303,nan,2:15 PM,5:00 PM,ELT-141L,ELT-141-301,,
2022-03-29,ELT,2023SP,AET,165511,ELT-141L-302,Circuits I Lab,12,12,0,0.0,A,2022-02-28,TH,2:15 PM,5:00 PM,nan,nan,2023-01-30,2023-05-13,,N,Co-requisite: ELT-141-301.,LAB,nan,MC,nan,14,15.0303,nan,2:15 PM,5:00 PM,ELT-141L,ELT-141-301,,
2022-03-29,ELT,2023SP,AET,165516,ELT-141L-601,Circuits I Lab,12,12,0,0.0,A,2022-02-28,W,6:15 PM,9:00 PM,nan,nan,2023-01-30,2023-05-13,,N,Co-requisite: ELT-141-601.,LAB,EVE,MC,nan,14,15.0303,nan,6:15 PM,9:00 PM,ELT-141L,ELT-141-601,,
2022-03-29,ELT,2023SP,AET,165518,ELT-141L-851,Circuits I Lab,12,12,0,0.0,A,2022-02-28,TH,8:45 AM,11:30 AM,nan,nan,2023-01-30,2023-05-13,,Y,Co-requisite: ELT-141-851. P-TECH students only.,LAB,nan,MC,nan,14,15.0303,nan,8:45 AM,11:30 AM,ELT-141L,ELT-141-851,P-TECH students only.,
2022-03-29,ELT,2023SP,AET,165531,ELT-142-301,Circuits II,24,24,0,4.0,A,2022-02-28,"M, W",11:05 AM,12:30 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,nan,14,15.0303,nan,11:05 AM,12:30 PM,ELT-142,,,
2022-03-29,ELT,2023SP,AET,165532,ELT-142L-301,Circuits II Lab,12,12,0,0.0,A,2022-02-28,M,3:05 PM,5:50 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LAB,nan,MC,nan,14,15.0303,nan,3:05 PM,5:50 PM,ELT-142L,,,
2022-03-29,ELT,2023SP,AET,165533,ELT-142L-302,Circuits II Lab,12,12,0,0.0,A,2022-02-28,W,3:05 PM,5:50 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LAB,nan,MC,nan,14,15.0303,nan,3:05 PM,5:50 PM,ELT-142L,,,
2022-03-29,ELT,2023SP,AET,165534,ELT-161-301,Electronics I,24,24,0,4.0,A,2022-02-28,"T, TH",12:25 PM,1:50 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,nan,14,15.0303,nan,12:25 PM,1:50 PM,ELT-161,,,
2022-03-29,ELT,2023SP,AET,165535,ELT-161L-301,Elec I Lab,12,12,0,0.0,A,2022-02-28,TH,2:00 PM,4:45 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LAB,nan,MC,nan,14,15.0303,nan,2:00 PM,4:45 PM,ELT-161L,,,
2022-03-29,ELT,2023SP,AET,167111,ELT-161L-851,Elec I Lab,12,12,0,0.0,A,2022-03-04,TH,8:45 AM,11:30 AM,nan,nan,2023-01-30,2023-05-13,,Y,"P-TECH students only. P-TECH students should register for, ELT-161-301 lecture.",LAB,nan,MC,nan,14,15.0303,nan,8:45 AM,11:30 AM,ELT-161L,,P-TECH students only.,
2022-03-29,ELT,2023SP,AET,165537,ELT-215-301,Program Logic Controllers,24,24,0,4.0,A,2022-02-28,"M, W",1:30 PM,2:55 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,nan,14,15.0303,nan,1:30 PM,2:55 PM,ELT-215,,,
2022-03-29,ELT,2023SP,AET,165538,ELT-215L-301,Prog Logic Cntl Lab,12,12,0,0.0,A,2022-02-28,M,3:05 PM,5:50 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LAB,nan,MC,nan,14,15.0303,nan,3:05 PM,5:50 PM,ELT-215L,,,
2022-03-29,ELT,2023SP,AET,165539,ELT-215L-302,Prog Logic Cntl Lab,12,12,0,0.0,A,2022-02-28,W,3:05 PM,5:50 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LAB,nan,MC,nan,14,15.0303,nan,3:05 PM,5:50 PM,ELT-215L,,,
2022-03-29,ELT,2023SP,AET,165546,ELT-261-601,Electronics II,12,12,0,4.0,A,2022-02-28,M,6:15 PM,9:15 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,EVE,MC,nan,14,15.0303,nan,6:15 PM,9:15 PM,ELT-261,,,
2022-03-29,ELT,2023SP,AET,165674,ELT-261-851,Electronics II,12,12,0,4.0,P,2022-02-28,"T, TH",1:30 PM,2:55 PM,nan,nan,2023-01-30,2023-05-13,,Y,P-TECH students only.,LEC,nan,MC,nan,14,15.0303,nan,1:30 PM,2:55 PM,ELT-261,,P-TECH students only.,
2022-03-29,ELT,2023SP,AET,165679,ELT-261L-601,Elec II Lab,12,12,0,0.0,A,2022-02-28,W,6:15 PM,9:15 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LAB,EVE,MC,nan,14,15.0303,nan,6:15 PM,9:15 PM,ELT-261L,,,
2022-03-29,ELT,2023SP,AET,165693,ELT-261L-851,Elec II Lab,12,12,0,0.0,P,2022-02-28,TH,3:05 PM,5:50 PM,nan,nan,2023-01-30,2023-05-13,,Y,P-TECH students only.,LAB,nan,MC,nan,14,15.0303,nan,3:05 PM,5:50 PM,ELT-261L,,P-TECH students only.,
2022-03-29,ELT,2023SP,AET,165711,ELT-265-601,Communication Systems,12,12,0,4.0,A,2022-02-28,T,6:15 PM,9:00 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,EVE,MC,nan,14,15.0303,nan,6:15 PM,9:00 PM,ELT-265,,,
2022-03-29,ELT,2023SP,AET,165717,ELT-265L-601,Commun Systems I Lab,12,12,0,0.0,A,2022-02-28,TH,6:15 PM,9:00 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LAB,EVE,MC,nan,14,15.0303,nan,6:15 PM,9:00 PM,ELT-265L,,,
2022-03-29,ELT,2023SP,AET,165721,ELT-289-301,CO:Cooperative Ed,15,15,0,3.0,A,2022-02-28,nan,nan,nan,nan,nan,2023-01-30,2023-05-13,,Y,nan,COOP,nan,MC,nan,14,15.0303,ALINT,nan,nan,ELT-289,,,
2022-03-29,FPT,2023SP,AET,165725,FPT-112-301,FFII,20,20,0,3.0,A,2022-02-28,"T, TH",1:30 PM,2:55 PM,nan,nan,2023-01-30,2023-05-13,,Y,nan,LEC,nan,MC,nan,14,43.0203,nan,1:30 PM,2:55 PM,FPT-112,,,
2022-03-29,FPT,2023SP,AET,165729,FPT-112L-641,FFII Lab,20,20,0,1.0,A,2022-02-28,S,8:30 AM,4:30 PM,nan,nan,2023-01-30,2023-05-13,,Y,"Meets 4 Saturday's, TBD.",LAB,OFFC,FDSTR,nan,14,43.0203,nan,8:30 AM,4:30 PM,FPT-112L,,,
2022-03-29,FPT,2023SP,AET,165735,FPT-121-301,F D Supervision,30,30,0,3.0,A,2022-02-28,"M, W",3:05 PM,4:30 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,nan,14,43.0202,nan,3:05 PM,4:30 PM,FPT-121,,,
2022-03-29,FPT,2023SP,AET,165781,FPT-151-301,Bldg Construction,30,30,0,3.0,A,2022-02-28,"M, W",1:30 PM,2:55 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,nan,14,43.0203,nan,1:30 PM,2:55 PM,FPT-151,,,
2022-03-29,FPT,2023SP,AET,165782,FPT-152-301,Fire Tactics,30,30,0,3.0,A,2022-02-28,"T, TH",3:05 PM,4:30 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,nan,14,43.0202,nan,3:05 PM,4:30 PM,FPT-152,,,
2022-03-29,FPT,2023SP,AET,165783,FPT-153-601,F D Legal Aspects,30,30,0,3.0,A,2022-02-28,T,6:15 PM,9:15 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,EVE,MC,nan,14,43.0202,nan,6:15 PM,9:15 PM,FPT-153,,,
2022-03-29,FPT,2023SP,AET,165784,FPT-158-301,Fire Dynamics,30,30,0,3.0,A,2022-02-28,"M, W",3:05 PM,4:30 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,nan,14,43.0203,nan,3:05 PM,4:30 PM,FPT-158,,,
2022-03-29,FPT,2023SP,AET,165785,FPT-160-601,Physics for Fire,26,26,0,3.0,A,2022-02-28,M,6:15 PM,9:15 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,EVE,MC,nan,14,43.0203,nan,6:15 PM,9:15 PM,FPT-160,,,
2022-03-29,FPT,2023SP,AET,165786,FPT-162-301W,IntroIncidentSafety,30,30,0,3.0,A,2022-02-28,nan,nan,nan,nan,nan,2023-01-30,2023-05-13,,N,nan,ONLIN,ONLI,ONLI,nan,14,43.0201,nan,nan,nan,FPT-162,,,
2022-03-29,FPT,2023SP,AET,165787,FPT-180-601,Emergency Service Leadership,25,25,0,3.0,A,2022-02-28,T,6:15 PM,9:15 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,EVE,MC,nan,14,44.9999,nan,6:15 PM,9:15 PM,FPT-180,,,
2022-03-29,FPT,2023SP,AET,165789,FPT-254-301,NYS Code Compliance,25,25,0,4.0,A,2022-02-28,"M, W",10:10 AM,12:00 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,nan,14,43.0201,nan,10:10 AM,12:00 PM,FPT-254,,,
2022-03-29,FPT,2023SP,AET,165792,FPT-262-501,Fire Investigation II,24,24,0,3.0,A,2022-02-28,TH,4:45 PM,7:50 PM,nan,nan,2023-01-30,2023-05-13,,Y,nan,LEC,LD,MC,nan,14,43.0202,nan,4:45 PM,7:50 PM,FPT-262,,,
2022-03-29,GST,2023SP,AET,165793,GST-110-301,Intro Rem Sensing,20,20,0,3.0,A,2022-02-28,"M, W, F",11:15 AM,12:10 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,nan,14,45.0702,nan,11:15 AM,12:10 PM,GST-110,,,
2022-03-29,GST,2023SP,AET,165796,GST-230-301,Image Analysis,20,20,0,3.0,P,2022-02-28,T,1:30 PM,4:35 PM,nan,nan,2023-01-30,2023-05-13,,N,nan,LEC,nan,MC,nan,14,45.0702,nan,1:30 PM,4:35 PM,GST-230,,,
2022-03-29,GST,2023SP,AET,165798,GST-240-301,GST Internship,10,10,0,1.0,P,2022-02-28,F,1:30 PM,2:25 PM,nan,nan,2023-01-30,2023-05-13,,Y,nan,INTRN,nan,MC,nan,14,45.0702,nan,1:30 PM,2:25 PM,GST-240,,,
2022-03-29,IND,2023SP,AET,165801,IND-111-301,Des Studio 2,16,16,0,4.0,P,2022-02-28,"M, W",1:30 PM,4:30 PM,nan,nan,2023-01-30,2023-05-13,5361.0,Y,Meets with ARH-111-301.,LEC,nan,MC,nan,14,4.0501,"GEART, ARHPE",1:30 PM,4:30 PM,IND-111,,,ARH-111-301
2022-03-29,IND,2023SP,AET,165806,IND-120-301,Drafting Studio 1: Wood Frame,16,16,0,3.0,P,2022-02-28,"T, TH",1:30 PM,3:30 PM,nan,nan,2023-01-30,2023-05-13,5362.0,Y,Meets with ARH-120-301.,LEC,nan,MC,nan,14,15.1303,nan,1:30 PM,3:30 PM,IND-120,,,ARH-120-301
2022-03-29,IND,2023SP,AET,165809,IND-140-301,Wood Frame Construction,24,24,0,3.0,P,2022-02-28,"T, TH",11:10 AM,12:35 PM,nan,nan,2023-01-30,2023-05-13,5363.0,Y,Meets with ARH-140-301.,LEC,nan,MC,nan,14,15.1303,nan,11:10 AM,12:35 PM,IND-140,,,ARH-140-301
